CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Score,Segment
13811.0,183,4,591.75,1,3,2,6,At Risk
13812.0,41,3,539.0,3,3,2,8,Loyal Customers
13813.0,39,5,1353.41,3,3,3,9,Loyal Customers
13814.0,55,3,1562.12,2,3,3,8,Loyal Customers
13815.0,21,5,4014.91,3,3,4,10,High Value
13816.0,23,4,555.04,3,3,2,8,Loyal Customers
13817.0,28,2,382.98,3,2,2,7,Loyal Customers
13819.0,301,3,1140.35,1,3,3,7,Loyal Customers
13821.0,144,2,385.64,1,2,2,5,At Risk
13822.0,5,2,632.0,4,2,2,8,Loyal Customers
13823.0,18,2,957.66,3,2,3,8,Loyal Customers
13824.0,32,5,1698.94,3,3,4,10,High Value
13826.0,157,2,174.65,1,2,1,4,At Risk
13827.0,57,3,412.05,2,3,2,7,Loyal Customers
13828.0,21,1,209.49,3,1,1,5,At Risk
13829.0,358,1,-102.0,1,1,1,3,Lost Customers
13831.0,15,6,2202.99,4,4,4,12,High Value
13832.0,17,2,40.949999999999996,3,2,1,6,At Risk
13833.0,158,1,384.8,1,1,2,4,At Risk
13835.0,24,4,834.57,3,3,3,9,Loyal Customers
13837.0,211,2,271.24,1,2,1,4,At Risk
13838.0,5,4,691.73,4,3,3,10,High Value
13841.0,252,1,85.0,1,1,1,3,Lost Customers
13842.0,58,9,3385.62,2,4,4,10,High Value
13844.0,10,1,361.62,4,1,2,7,Loyal Customers
13845.0,64,1,312.98,2,1,2,5,At Risk
13846.0,24,4,847.61,3,3,3,9,Loyal Customers
13848.0,91,3,1255.0,2,3,3,8,Loyal Customers
13849.0,51,2,1537.95,2,2,3,7,Loyal Customers
13850.0,87,2,1586.81,2,2,3,7,Loyal Customers
13851.0,95,3,2651.46,2,3,4,9,Loyal Customers
13853.0,8,2,1056.94,4,2,3,9,Loyal Customers
13854.0,8,29,8025.0199999999995,4,4,4,12,High Value
13856.0,168,5,363.4,1,3,2,6,At Risk
13858.0,56,1,216.17000000000002,2,1,1,4,At Risk
13859.0,325,1,201.16,1,1,1,3,Lost Customers
13860.0,0,6,1240.0,4,4,3,11,High Value
13862.0,17,10,2187.31,3,4,4,11,High Value
13863.0,244,2,299.56,1,2,2,5,At Risk
13865.0,57,4,501.56,2,3,2,7,Loyal Customers
13866.0,73,1,145.67,2,1,1,4,At Risk
13867.0,30,3,1015.29,3,3,3,9,Loyal Customers
13868.0,6,2,3192.54,4,2,4,10,High Value
13869.0,122,4,3104.9500000000003,2,3,4,9,Loyal Customers
13870.0,1,10,2751.25,4,4,4,12,High Value
13871.0,22,14,6389.8,3,4,4,11,High Value
13873.0,119,4,381.7,2,3,2,7,Loyal Customers
13874.0,357,1,540.45,1,1,2,4,At Risk
13875.0,53,5,1786.79,2,3,4,9,Loyal Customers
13876.0,63,1,122.7,2,1,1,4,At Risk
13877.0,85,1,117.24,2,1,1,4,At Risk
13878.0,54,1,1281.53,2,1,3,6,At Risk
13880.0,20,13,3219.77,3,4,4,11,High Value
13881.0,3,22,16989.52,4,4,4,12,High Value
13882.0,2,6,1131.28,4,4,3,11,High Value
13883.0,0,9,2538.75,4,4,4,12,High Value
13884.0,6,6,781.3000000000001,4,4,3,11,High Value
13885.0,188,2,506.8,1,2,2,5,At Risk
13886.0,70,1,243.56,2,1,1,4,At Risk
13887.0,203,1,349.55,1,1,2,4,At Risk
13888.0,119,2,605.63,2,2,2,6,At Risk
13889.0,92,1,416.90000000000003,2,1,2,5,At Risk
13890.0,0,14,1860.8600000000001,4,4,4,12,High Value
13892.0,26,4,632.97,3,3,2,8,Loyal Customers
13893.0,297,1,821.1,1,1,3,5,At Risk
13894.0,21,5,535.97,3,3,2,8,Loyal Customers
13895.0,20,5,2588.12,3,3,4,10,High Value
13897.0,49,1,311.16,3,1,2,6,At Risk
13898.0,325,1,155.93,1,1,1,3,Lost Customers
13899.0,15,2,388.52,4,2,2,8,Loyal Customers
13900.0,182,3,740.95,1,3,3,7,Loyal Customers
13901.0,71,5,2867.2,2,3,4,9,Loyal Customers
13904.0,36,2,332.64,3,2,2,7,Loyal Customers
13908.0,79,5,2347.05,2,3,4,9,Loyal Customers
13911.0,56,9,2580.91,2,4,4,10,High Value
13914.0,3,3,613.95,4,3,2,9,Loyal Customers
13917.0,49,2,272.04,3,2,1,6,At Risk
13918.0,49,2,1212.8400000000001,3,2,3,8,Loyal Customers
13919.0,52,3,350.15999999999997,2,3,2,7,Loyal Customers
13922.0,351,1,172.25,1,1,1,3,Lost Customers
13923.0,53,1,351.13,2,1,2,5,At Risk
13924.0,1,11,1682.08,4,4,4,12,High Value
13925.0,35,6,616.65,3,4,2,9,Loyal Customers
13926.0,22,1,223.85000000000002,3,1,1,5,At Risk
13927.0,74,1,348.99,2,1,2,5,At Risk
13928.0,10,4,464.57,4,3,2,9,Loyal Customers
13929.0,168,3,802.85,1,3,3,7,Loyal Customers
13930.0,57,2,337.34,2,2,2,6,At Risk
13931.0,85,3,1230.93,2,3,3,8,Loyal Customers
13932.0,294,1,307.4,1,1,2,4,At Risk
13933.0,108,2,608.79,2,2,2,6,At Risk
13934.0,263,1,922.1,1,1,3,5,At Risk
13936.0,170,2,361.28,1,2,2,5,At Risk
13937.0,168,1,158.85,1,1,1,3,Lost Customers
13938.0,34,1,71.66,3,1,1,5,At Risk
13939.0,22,4,556.75,3,3,2,8,Loyal Customers
13940.0,16,4,839.14,4,3,3,10,High Value
13941.0,21,7,4912.41,3,4,4,11,High Value
13946.0,78,3,561.57,2,3,2,7,Loyal Customers
13947.0,64,1,90.6,2,1,1,4,At Risk
13948.0,360,1,102.0,1,1,1,3,Lost Customers
13949.0,2,6,2427.32,4,4,4,12,High Value
13950.0,10,5,728.56,4,3,3,10,High Value
13951.0,175,3,674.45,1,3,3,7,Loyal Customers
13952.0,210,3,3246.091,1,3,4,8,Loyal Customers
13953.0,6,7,3515.68,4,4,4,12,High Value
13954.0,1,3,378.59,4,3,2,9,Loyal Customers
13955.0,153,2,322.96,1,2,2,5,At Risk
13956.0,4,5,1026.42,4,3,3,10,High Value
13958.0,371,1,-102.45,1,1,1,3,Lost Customers
13959.0,78,3,598.2,2,3,2,7,Loyal Customers
13960.0,20,2,230.22,3,2,1,6,At Risk
13962.0,21,2,169.54999999999998,3,2,1,6,At Risk
13963.0,307,4,664.54,1,3,3,7,Loyal Customers
13967.0,145,1,80.7,1,1,1,3,Lost Customers
13969.0,6,20,8986.69,4,4,4,12,High Value
13971.0,8,11,2702.2200000000003,4,4,4,12,High Value
13972.0,70,2,190.25,2,2,1,5,At Risk
13973.0,286,1,264.7,1,1,1,3,Lost Customers
13974.0,48,1,413.59000000000003,3,1,2,6,At Risk
13975.0,30,7,2503.23,3,4,4,11,High Value
13976.0,206,1,357.98,1,1,2,4,At Risk
13978.0,14,2,196.79,4,2,1,7,Loyal Customers
13979.0,72,1,869.87,2,1,3,6,At Risk
13980.0,59,1,200.14,2,1,1,4,At Risk
13982.0,38,5,1861.11,3,3,4,10,High Value
13983.0,29,13,2590.46,3,4,4,11,High Value
13984.0,26,6,488.03,3,4,2,9,Loyal Customers
13985.0,3,16,7024.53,4,4,4,12,High Value
13986.0,16,1,320.46,4,1,2,7,Loyal Customers
13988.0,19,9,4098.8,3,4,4,11,High Value
13989.0,65,2,1266.08,2,2,3,7,Loyal Customers
13990.0,212,1,311.3,1,1,2,4,At Risk
13991.0,11,7,850.63,4,4,3,11,High Value
13992.0,29,1,76.8,3,1,1,5,At Risk
13993.0,31,12,3409.66,3,4,4,11,High Value
13994.0,3,6,2313.14,4,4,4,12,High Value
13995.0,14,6,1383.49,4,4,3,11,High Value
13999.0,9,15,3865.26,4,4,4,12,High Value
14000.0,205,2,633.71,1,2,2,5,At Risk
14001.0,45,4,2030.3300000000002,3,3,4,10,High Value
14002.0,133,2,529.73,2,2,2,6,At Risk
14004.0,42,7,4582.64,3,4,4,11,High Value
14005.0,9,5,2874.72,4,3,4,11,High Value
14006.0,115,3,962.19,2,3,3,8,Loyal Customers
14009.0,197,3,685.9300000000001,1,3,3,7,Loyal Customers
14012.0,277,1,328.8,1,1,2,4,At Risk
14013.0,109,3,473.02,2,3,2,7,Loyal Customers
14014.0,76,1,505.18,2,1,2,5,At Risk
14015.0,52,1,917.34,2,1,3,6,At Risk
14016.0,153,5,4328.46,1,3,4,8,Loyal Customers
14019.0,46,4,1398.96,3,3,3,9,Loyal Customers
14020.0,16,2,642.8,4,2,2,8,Loyal Customers
14021.0,154,3,631.9,1,3,2,6,At Risk
14022.0,224,1,440.0,1,1,2,4,At Risk
14023.0,6,2,584.07,4,2,2,8,Loyal Customers
14024.0,121,2,327.7,2,2,2,6,At Risk
14027.0,60,1,104.82,2,1,1,4,At Risk
14029.0,62,2,467.66,2,2,2,6,At Risk
14030.0,17,8,2360.09,3,4,4,11,High Value
14031.0,6,23,14634.64,4,4,4,12,High Value
14032.0,1,18,2929.84,4,4,4,12,High Value
14034.0,21,4,512.02,3,3,2,8,Loyal Customers
14035.0,28,5,1428.02,3,3,3,9,Loyal Customers
14036.0,284,1,626.65,1,1,2,4,At Risk
14037.0,175,2,147.20000000000002,1,2,1,4,At Risk
14038.0,77,4,1554.48,2,3,3,8,Loyal Customers
14039.0,32,1,152.2,3,1,1,5,At Risk
14040.0,40,15,3542.19,3,4,4,11,High Value
14041.0,265,1,141.41,1,1,1,3,Lost Customers
14044.0,26,4,652.82,3,3,3,9,Loyal Customers
14045.0,108,4,1659.75,2,3,4,9,Loyal Customers
14046.0,283,1,154.99,1,1,1,3,Lost Customers
14047.0,8,7,1290.01,4,4,3,11,High Value
14048.0,276,2,375.13,1,2,2,5,At Risk
14049.0,16,6,5639.15,4,4,4,12,High Value
14050.0,31,2,746.36,3,2,3,8,Loyal Customers
14051.0,0,26,15477.34,4,4,4,12,High Value
14052.0,19,1,225.36,3,1,1,5,At Risk
14053.0,123,2,260.25,2,2,1,5,At Risk
14054.0,64,1,92.46000000000001,2,1,1,4,At Risk
14055.0,105,1,725.6400000000001,2,1,3,6,At Risk
14056.0,0,29,8124.4,4,4,4,12,High Value
14057.0,23,18,6147.4,3,4,4,11,High Value
14059.0,266,1,183.6,1,1,1,3,Lost Customers
14060.0,4,20,6135.38,4,4,4,12,High Value
14062.0,9,12,10464.85,4,4,4,12,High Value
14064.0,28,7,1188.32,3,4,3,10,High Value
14066.0,266,1,152.55,1,1,1,3,Lost Customers
14067.0,63,2,374.7,2,2,2,6,At Risk
14068.0,319,1,265.85,1,1,1,3,Lost Customers
14071.0,3,9,1307.41,4,4,3,11,High Value
14073.0,20,2,139.54,3,2,1,6,At Risk
14075.0,4,3,942.26,4,3,3,10,High Value
14076.0,128,1,122.47,2,1,1,4,At Risk
14077.0,40,5,499.42,3,3,2,8,Loyal Customers
14078.0,101,6,1049.37,2,4,3,9,Loyal Customers
14079.0,124,1,375.1,2,1,2,5,At Risk
14080.0,32,1,45.599999999999994,3,1,1,5,At Risk
14081.0,266,4,904.67,1,3,3,7,Loyal Customers
14082.0,364,1,182.25,1,1,1,3,Lost Customers
14083.0,3,9,1018.43,4,4,3,11,High Value
14085.0,1,19,4435.79,4,4,4,12,High Value
14087.0,2,2,181.67,4,2,1,7,Loyal Customers
14088.0,9,14,50415.49,4,4,4,12,High Value
14089.0,56,1,161.0,2,1,1,4,At Risk
14090.0,324,1,76.32000000000001,1,1,1,3,Lost Customers
14092.0,7,17,4063.1,4,4,4,12,High Value
14093.0,11,1,442.85,4,1,2,7,Loyal Customers
14096.0,3,34,57120.909999999996,4,4,4,12,High Value
14098.0,36,1,147.35,3,1,1,5,At Risk
14099.0,15,12,3092.9700000000003,4,4,4,12,High Value
14100.0,137,1,194.9,2,1,1,4,At Risk
14101.0,73,6,5976.79,2,4,4,10,High Value
14102.0,4,8,1314.73,4,4,3,11,High Value
14104.0,154,2,216.21,1,2,1,4,At Risk
14105.0,84,2,1260.33,2,2,3,7,Loyal Customers
14107.0,51,8,2688.48,2,4,4,10,High Value
14108.0,30,3,594.16,3,3,2,8,Loyal Customers
14109.0,22,2,80.2,3,2,1,6,At Risk
14110.0,3,13,5669.65,4,4,4,12,High Value
14111.0,13,5,688.6,4,3,3,10,High Value
14112.0,22,12,2774.17,3,4,4,11,High Value
14113.0,3,8,1377.92,4,4,3,11,High Value
14114.0,273,2,386.53,1,2,2,5,At Risk
14116.0,19,5,1382.74,3,3,3,9,Loyal Customers
14117.0,143,1,90.0,1,1,1,3,Lost Customers
14119.0,353,1,-19.9,1,1,1,3,Lost Customers
14121.0,3,6,2740.3,4,4,4,12,High Value
14124.0,83,1,419.58,2,1,2,5,At Risk
14125.0,10,3,2740.43,4,3,4,11,High Value
14126.0,7,4,643.6300000000001,4,3,2,9,Loyal Customers
14127.0,122,3,709.71,2,3,3,8,Loyal Customers
14128.0,60,2,637.5,2,2,2,6,At Risk
14129.0,1,5,1123.8600000000001,4,3,3,10,High Value
14130.0,318,1,483.86,1,1,2,4,At Risk
14132.0,1,12,3580.13,4,4,4,12,High Value
14133.0,129,5,590.34,2,3,2,7,Loyal Customers
14135.0,1,15,4690.31,4,4,4,12,High Value
14138.0,1,2,982.38,4,2,3,9,Loyal Customers
14139.0,45,1,415.82,3,1,2,6,At Risk
14140.0,3,3,920.05,4,3,3,10,High Value
14141.0,2,6,879.0300000000001,4,4,3,11,High Value
14142.0,372,1,311.81,1,1,2,4,At Risk
14143.0,133,1,115.8,2,1,1,4,At Risk
14145.0,46,5,3148.2,3,3,4,10,High Value
14146.0,8,6,2949.57,4,4,4,12,High Value
14147.0,48,3,468.4,3,3,2,8,Loyal Customers
14148.0,233,1,157.2,1,1,1,3,Lost Customers
14149.0,212,3,259.43,1,3,1,5,At Risk
14150.0,35,2,658.64,3,2,3,8,Loyal Customers
14152.0,74,3,611.09,2,3,2,7,Loyal Customers
14154.0,238,2,1345.62,1,2,3,6,At Risk
14155.0,265,1,118.75,1,1,1,3,Lost Customers
14156.0,9,66,113384.14,4,4,4,12,High Value
14157.0,19,3,400.43,3,3,2,8,Loyal Customers
14158.0,39,1,507.65999999999997,3,1,2,6,At Risk
14159.0,19,14,4678.3,3,4,4,11,High Value
14161.0,215,3,1110.52,1,3,3,7,Loyal Customers
14162.0,173,2,289.36,1,2,1,4,At Risk
14163.0,86,4,2445.91,2,3,4,9,Loyal Customers
14164.0,70,2,1631.77,2,2,4,8,Loyal Customers
14165.0,275,1,122.53999999999999,1,1,1,3,Lost Customers
14167.0,38,4,574.84,3,3,2,8,Loyal Customers
14171.0,97,1,363.79,2,1,2,5,At Risk
14173.0,10,4,450.84,4,3,2,9,Loyal Customers
14174.0,32,1,134.46,3,1,1,5,At Risk
14175.0,50,7,3108.06,2,4,4,10,High Value
14176.0,296,5,574.0,1,3,2,6,At Risk
14177.0,84,5,554.46,2,3,2,7,Loyal Customers
14178.0,8,7,1620.93,4,4,4,12,High Value
14179.0,40,2,719.78,3,2,3,8,Loyal Customers
14180.0,10,31,4640.77,4,4,4,12,High Value
14184.0,66,1,452.89,2,1,2,5,At Risk
14185.0,330,1,197.65,1,1,1,3,Lost Customers
14188.0,8,10,2018.91,4,4,4,12,High Value
14189.0,1,24,4604.31,4,4,4,12,High Value
14191.0,1,14,4660.01,4,4,4,12,High Value
14193.0,67,2,853.39,2,2,3,7,Loyal Customers
14194.0,4,32,11216.75,4,4,4,12,High Value
14195.0,201,3,962.7,1,3,3,7,Loyal Customers
14196.0,106,1,335.52,2,1,2,5,At Risk
14198.0,3,7,663.5,4,4,3,11,High Value
14199.0,217,1,185.39999999999998,1,1,1,3,Lost Customers
14201.0,59,9,688.04,2,4,3,9,Loyal Customers
14204.0,1,1,161.03,4,1,1,6,At Risk
14205.0,10,4,218.78,4,3,1,8,Loyal Customers
14206.0,238,2,308.26,1,2,2,5,At Risk
14208.0,94,1,151.74,2,1,1,4,At Risk
14209.0,10,7,2067.13,4,4,4,12,High Value
14210.0,90,7,1900.89,2,4,4,10,High Value
14211.0,52,13,2208.3,2,4,4,10,High Value
14212.0,89,1,1070.48,2,1,3,6,At Risk
14213.0,371,1,-1192.2,1,1,1,3,Lost Customers
14214.0,30,7,1000.23,3,4,3,10,High Value
14215.0,11,7,1777.92,4,4,4,12,High Value
14216.0,2,4,1839.3,4,3,4,11,High Value
14217.0,1,24,1925.3600000000001,4,4,4,12,High Value
14218.0,42,1,169.48000000000002,3,1,1,5,At Risk
14219.0,3,1,89.94,4,1,1,6,At Risk
14220.0,246,2,632.4,1,2,2,5,At Risk
14221.0,41,10,3427.85,3,4,4,11,High Value
14222.0,176,1,683.17,1,1,3,5,At Risk
14223.0,91,4,975.23,2,3,3,8,Loyal Customers
14224.0,109,4,1050.1200000000001,2,3,3,8,Loyal Customers
14226.0,28,7,2201.64,3,4,4,11,High Value
14227.0,25,15,3315.71,3,4,4,11,High Value
14229.0,51,5,1450.6,2,3,3,8,Loyal Customers
14231.0,178,5,822.0600000000001,1,3,3,7,Loyal Customers
14232.0,31,8,2043.93,3,4,4,11,High Value
14233.0,43,5,1447.51,3,3,3,9,Loyal Customers
14234.0,21,4,775.46,3,3,3,9,Loyal Customers
14235.0,9,6,3093.86,4,4,4,12,High Value
14236.0,80,2,490.86,2,2,2,6,At Risk
14237.0,372,1,161.0,1,1,1,3,Lost Customers
14238.0,325,1,146.85,1,1,1,3,Lost Customers
14239.0,42,13,2323.5,3,4,4,11,High Value
14240.0,29,2,890.34,3,2,3,8,Loyal Customers
14241.0,183,1,213.70000000000002,1,1,1,3,Lost Customers
14242.0,234,2,280.55,1,2,1,4,At Risk
14243.0,8,14,2535.88,4,4,4,12,High Value
14245.0,175,5,1677.48,1,3,4,8,Loyal Customers
14246.0,110,3,1474.06,2,3,3,8,Loyal Customers
14247.0,277,1,136.77,1,1,1,3,Lost Customers
14248.0,317,1,302.58,1,1,2,4,At Risk
14250.0,6,3,1904.05,4,3,4,11,High Value
14251.0,1,5,2879.7000000000003,4,3,4,11,High Value
14256.0,253,3,935.0600000000001,1,3,3,7,Loyal Customers
14257.0,50,6,3087.27,2,4,4,10,High Value
14258.0,8,10,12650.08,4,4,4,12,High Value
14259.0,141,1,120.0,2,1,1,4,At Risk
14261.0,50,2,1163.45,2,2,3,7,Loyal Customers
14262.0,7,8,2618.23,4,4,4,12,High Value
14264.0,154,3,319.47,1,3,2,6,At Risk
14265.0,108,2,530.18,2,2,2,6,At Risk
14267.0,150,7,1279.09,1,4,3,8,Loyal Customers
14270.0,331,1,492.65000000000003,1,1,2,4,At Risk
14271.0,225,1,112.32000000000001,1,1,1,3,Lost Customers
14272.0,73,2,437.96,2,2,2,6,At Risk
14273.0,50,4,559.97,2,3,2,7,Loyal Customers
14276.0,87,5,1019.39,2,3,3,8,Loyal Customers
14277.0,14,4,3957.0,4,3,4,11,High Value
14280.0,196,1,134.04,1,1,1,3,Lost Customers
14282.0,2,15,3729.34,4,4,4,12,High Value
14284.0,30,3,578.45,3,3,2,8,Loyal Customers
14285.0,20,4,1910.01,3,3,4,10,High Value
14286.0,23,5,4595.81,3,3,4,10,High Value
14287.0,7,4,151.23,4,3,1,8,Loyal Customers
14288.0,211,2,413.85,1,2,2,5,At Risk
14289.0,8,6,911.26,4,4,3,11,High Value
14290.0,10,6,2307.45,4,4,4,12,High Value
14291.0,1,12,3873.3,4,4,4,12,High Value
14292.0,7,14,4819.33,4,4,4,12,High Value
14293.0,2,4,1046.56,4,3,3,10,High Value
14295.0,39,2,154.70000000000002,3,2,1,6,At Risk
14297.0,17,6,1284.06,3,4,3,10,High Value
14298.0,2,45,50862.44,4,4,4,12,High Value
14299.0,7,18,2855.35,4,4,4,12,High Value
14300.0,18,1,43.2,3,1,1,5,At Risk
14301.0,107,2,632.04,2,2,2,6,At Risk
14304.0,222,2,197.1,1,2,1,4,At Risk
14305.0,70,5,1803.76,2,3,4,9,Loyal Customers
14306.0,50,3,2083.42,2,3,4,9,Loyal Customers
14307.0,88,6,2995.72,2,4,4,10,High Value
14309.0,7,10,2319.68,4,4,4,12,High Value
14311.0,224,2,229.71,1,2,1,4,At Risk
14312.0,46,6,1611.59,3,4,3,10,High Value
14314.0,106,1,120.0,2,1,1,4,At Risk
14315.0,20,7,2456.98,3,4,4,11,High Value
14317.0,64,1,508.58,2,1,2,5,At Risk
14320.0,206,3,343.11,1,3,2,6,At Risk
14321.0,10,5,1530.75,4,3,3,10,High Value
14323.0,114,4,574.26,2,3,2,7,Loyal Customers
14326.0,234,2,166.85,1,2,1,4,At Risk
14327.0,162,1,311.65,1,1,2,4,At Risk
14329.0,8,14,4928.74,4,4,4,12,High Value
14331.0,123,2,462.65999999999997,2,2,2,6,At Risk
14332.0,22,3,866.3100000000001,3,3,3,9,Loyal Customers
14333.0,63,2,351.45,2,2,2,6,At Risk
14334.0,16,9,2539.46,4,4,4,12,High Value
14335.0,15,2,468.26,4,2,2,8,Loyal Customers
14336.0,16,4,1614.91,4,3,4,11,High Value
14338.0,157,4,554.22,1,3,2,6,At Risk
14339.0,234,4,289.91,1,3,1,5,At Risk
14340.0,218,1,134.7,1,1,1,3,Lost Customers
14341.0,44,9,2166.38,3,4,4,11,High Value
14342.0,20,6,607.71,3,4,2,9,Loyal Customers
14344.0,126,8,889.9300000000001,2,4,3,9,Loyal Customers
14345.0,38,1,108.97999999999999,3,1,1,5,At Risk
14346.0,120,2,1021.58,2,2,3,7,Loyal Customers
14348.0,259,1,409.57,1,1,2,4,At Risk
14349.0,9,1,133.5,4,1,1,6,At Risk
14350.0,270,2,258.7,1,2,1,4,At Risk
14351.0,164,1,51.0,1,1,1,3,Lost Customers
14352.0,156,4,1078.96,1,3,3,7,Loyal Customers
14353.0,214,1,90.6,1,1,1,3,Lost Customers
14354.0,5,2,163.62,4,2,1,7,Loyal Customers
14355.0,365,1,174.4,1,1,1,3,Lost Customers
14356.0,59,4,666.9399999999999,2,3,3,8,Loyal Customers
14357.0,42,1,225.77,3,1,1,5,At Risk
14359.0,18,6,882.58,3,4,3,10,High Value
14360.0,31,4,2128.23,3,3,4,10,High Value
14362.0,21,1,161.2,3,1,1,5,At Risk
14364.0,108,8,3717.35,2,4,4,10,High Value
14367.0,7,19,9167.82,4,4,4,12,High Value
14368.0,319,1,155.0,1,1,1,3,Lost Customers
14371.0,294,1,100.5,1,1,1,3,Lost Customers
14373.0,357,1,76.55,1,1,1,3,Lost Customers
14375.0,184,1,257.68,1,1,1,3,Lost Customers
14377.0,190,2,617.05,1,2,2,5,At Risk
14379.0,43,2,348.1,3,2,2,7,Loyal Customers
14381.0,51,1,202.68,2,1,1,4,At Risk
14382.0,25,1,626.07,3,1,2,6,At Risk
14383.0,37,3,1247.69,3,3,3,9,Loyal Customers
14385.0,8,3,202.10999999999999,4,3,1,8,Loyal Customers
14386.0,296,1,142.4,1,1,1,3,Lost Customers
14387.0,32,3,1770.56,3,3,4,10,High Value
14388.0,8,10,3172.04,4,4,4,12,High Value
14389.0,8,5,999.72,4,3,3,10,High Value
14390.0,9,13,4592.47,4,4,4,12,High Value
14393.0,217,1,67.95,1,1,1,3,Lost Customers
14395.0,1,12,3471.91,4,4,4,12,High Value
14396.0,64,2,487.99,2,2,2,6,At Risk
14397.0,0,23,2556.68,4,4,4,12,High Value
14400.0,140,2,559.7,2,2,2,6,At Risk
14401.0,3,14,4039.98,4,4,4,12,High Value
14403.0,129,5,1426.31,2,3,3,8,Loyal Customers
14404.0,33,7,1434.72,3,4,3,10,High Value
14406.0,118,1,156.75,2,1,1,4,At Risk
14407.0,106,9,2111.08,2,4,4,10,High Value
14408.0,10,7,2606.53,4,4,4,12,High Value
14409.0,70,7,1908.25,2,4,4,10,High Value
14410.0,15,15,576.3,4,4,2,10,High Value
14411.0,310,1,1063.0,1,1,3,5,At Risk
14412.0,34,3,761.3299999999999,3,3,3,9,Loyal Customers
14413.0,361,1,122.7,1,1,1,3,Lost Customers
14414.0,91,8,1485.1299999999999,2,4,3,9,Loyal Customers
14415.0,0,18,5811.56,4,4,4,12,High Value
14416.0,21,2,490.22,3,2,2,7,Loyal Customers
14418.0,3,3,1937.25,4,3,4,11,High Value
14419.0,10,6,1058.06,4,4,3,11,High Value
14420.0,84,2,385.87,2,2,2,6,At Risk
14421.0,56,2,813.11,2,2,3,7,Loyal Customers
14422.0,0,6,4263.64,4,4,4,12,High Value
14423.0,217,1,265.2,1,1,1,3,Lost Customers
14424.0,17,1,322.08,3,1,2,6,At Risk
14426.0,18,16,3918.9,3,4,4,11,High Value
14427.0,49,2,363.34000000000003,3,2,2,7,Loyal Customers
14428.0,6,7,1230.14,4,4,3,11,High Value
14431.0,298,2,397.76000000000005,1,2,2,5,At Risk
14432.0,9,6,2255.51,4,4,4,12,High Value
14434.0,21,6,1372.8,3,4,3,10,High Value
14436.0,98,1,89.06,2,1,1,4,At Risk
14437.0,142,2,-43.400000000000006,2,2,1,5,At Risk
14438.0,305,1,131.9,1,1,1,3,Lost Customers
14439.0,319,1,2661.24,1,1,4,6,At Risk
14440.0,7,5,2357.68,4,3,4,11,High Value
14441.0,0,10,1545.14,4,4,3,11,High Value
14442.0,1,5,1544.6200000000001,4,3,3,10,High Value
14443.0,53,7,1400.88,2,4,3,9,Loyal Customers
14446.0,0,4,1039.58,4,3,3,10,High Value
14447.0,18,5,1163.23,3,3,3,9,Loyal Customers
14448.0,8,2,375.35,4,2,2,8,Loyal Customers
14449.0,18,4,907.1,3,3,3,9,Loyal Customers
14450.0,180,3,483.25,1,3,2,6,At Risk
14451.0,59,2,662.59,2,2,3,7,Loyal Customers
14452.0,10,2,264.44,4,2,1,7,Loyal Customers
14453.0,189,1,119.93,1,1,1,3,Lost Customers
14456.0,4,14,3047.63,4,4,4,12,High Value
14457.0,310,1,113.64,1,1,1,3,Lost Customers
14459.0,154,1,1837.92,1,1,4,6,At Risk
14460.0,109,4,383.34,2,3,2,7,Loyal Customers
14461.0,147,3,2103.06,1,3,4,8,Loyal Customers
14462.0,63,15,1965.9,2,4,4,10,High Value
14463.0,97,3,529.62,2,3,2,7,Loyal Customers
14465.0,246,3,1058.6200000000001,1,3,3,7,Loyal Customers
14466.0,28,7,2272.4,3,4,4,11,High Value
14467.0,17,4,598.76,3,3,2,8,Loyal Customers
14470.0,11,2,461.19,4,2,2,8,Loyal Customers
14472.0,103,8,1936.84,2,4,4,10,High Value
14473.0,73,2,234.34,2,2,1,5,At Risk
14474.0,42,2,537.71,3,2,2,7,Loyal Customers
14475.0,71,6,799.82,2,4,3,9,Loyal Customers
14476.0,256,1,215.7,1,1,1,3,Lost Customers
14477.0,19,5,1307.81,3,3,3,9,Loyal Customers
14479.0,253,2,316.25,1,2,2,5,At Risk
14480.0,10,1,279.05,4,1,1,6,At Risk
14481.0,164,2,636.51,1,2,2,5,At Risk
14482.0,17,6,2068.15,3,4,4,11,High Value
14483.0,149,2,129.20000000000002,1,2,1,4,At Risk
14484.0,49,1,321.92,3,1,2,6,At Risk
14485.0,38,1,165.75,3,1,1,5,At Risk
14487.0,26,7,1183.58,3,4,3,10,High Value
14488.0,50,2,1047.43,2,2,3,7,Loyal Customers
14489.0,206,1,463.38,1,1,2,4,At Risk
14491.0,174,2,340.93,1,2,2,5,At Risk
14493.0,6,7,2362.84,4,4,4,12,High Value
14494.0,25,1,139.56,3,1,1,5,At Risk
14495.0,50,2,123.8,2,2,1,5,At Risk
14496.0,311,2,538.8100000000001,1,2,2,5,At Risk
14497.0,300,2,457.47,1,2,2,5,At Risk
14498.0,42,5,1957.32,3,3,4,10,High Value
14499.0,25,3,815.32,3,3,3,9,Loyal Customers
14500.0,87,3,356.85,2,3,2,7,Loyal Customers
14501.0,63,3,190.31,2,3,1,6,At Risk
14502.0,19,14,2351.02,3,4,4,11,High Value
